,Gene_symbol,Chromosome,Start.position,End.position,Ensembl,Gene.Symbol,Pearson,Spearman
1148,BRMS1,11,66337339,66345125,ENST00000359957,BRMS1,0.181693713,0.140625015
NA.130,SRSF2,17,76734119,76737374,ENST00000359995,NA,NA,NA
4076,SDF4,1,1216908,1232001,ENST00000360001,SDF4,0.424348655,0.378592461
4999,MCMBP,10,119829404,119872754,ENST00000360003,MCMBP,0.445746614,0.428884915
9808,MACF1,1,39453837,39486987,ENST00000360115,MACF1,0.687725262,0.672400285
1948,APH1A,1,150265406,150269303,ENST00000360244,APH1A,0.151964977,0.224864177
11388,MSN,X,65667670,65741931,ENST00000360270,MSN,0.814319473,0.786257834
5797,ANKS1A,6,34889265,35091413,ENST00000360359,ANKS1A,0.585275516,0.465957602
7035,SLC41A3,3,126006355,126084109,ENST00000360370,SLC41A3,0.519569416,0.522677203
5839,EIF2B3,1,44850778,44986610,ENST00000360403,EIF2B3,0.488230037,0.467958368
5820,MORF4L2,X,103675496,103688064,ENST00000360458,MORF4L2,0.488940427,0.467000519
7888,PEA15,1,160205337,160215376,ENST00000360472,PEA15,0.543744365,0.563096041
NA.131,CNPPD1,2,219171897,219176966,ENST00000360507,NA,NA,NA
3326,ETF1,5,138506099,138543300,ENST00000360541,ETF1,0.33330341,0.332587766
3244,SCAF1,19,49642125,49658642,ENST00000360565,SCAF1,0.317621746,0.327532271
2511,VPS29,12,110491523,110502099,ENST00000360579,VPS29,0.260413502,0.274940369
3017,SCYL2,12,100267384,100341724,ENST00000360820,SCYL2,0.298141573,0.31212609
306,RPS24,10,78033863,78040697,ENST00000360830,RPS24,-0.01356769,-5.87e-06
173,MRPL37,1,54200167,54218383,ENST00000360840,MRPL37,-0.083954069,-0.048276413
7552,DNAJC5,20,63895182,63936031,ENST00000360864,DNAJC5,0.512173325,0.546619683
2203,EIF3B,7,2354866,2380743,ENST00000360876,EIF3B,0.233953179,0.248053871
5425,UBE2Z,17,48908369,48929056,ENST00000360943,UBE2Z,0.491456909,0.447764119
4133,SREBF2,22,41833105,41907308,ENST00000361204,SREBF2,0.325696579,0.382093063
2790,DENND4B,1,153929501,153946696,ENST00000361217,DENND4B,0.423269435,0.297110739
8047,CDC42BPB,14,102932379,103057462,ENST00000361246,CDC42BPB,0.727754665,0.571214019
NA.132,SPOUT1,9,128819651,128829821,ENST00000361256,NA,NA,NA
3536,DCAF12,9,34086387,34126773,ENST00000361264,DCAF12,0.358364096,0.34568654
5503,CNOT7,8,17224964,17246878,ENST00000361272,CNOT7,0.430003674,0.4506567
2400,TAF11,6,34877778,34888089,ENST00000361288,TAF11,0.225716914,0.265396684
5542,TOP1,20,41028818,41124487,ENST00000361337,TOP1,0.437555776,0.452624096
2492,UBL7,15,74445977,74461182,ENST00000361351,UBL7,0.270888546,0.273374608
2620,MAP3K3,17,63622442,63696303,ENST00000361357,MAP3K3,0.277228569,0.283543787
3461,SMURF1,7,99027438,99144019,ENST00000361368,SMURF1,0.263174124,0.341089753
2342,CTNNBL1,20,37694006,37872129,ENST00000361383,CTNNBL1,0.2565787,0.259440895
7026,HMGN2,1,26472519,26475972,ENST00000361427,HMGN2,0.51036178,0.52216282
1283,NSMCE1,16,27224991,27268794,ENST00000361439,NSMCE1,0.153087423,0.158148207
3156,MPHOSPH8,13,19633681,19673459,ENST00000361479,MPHOSPH8,0.497091676,0.321516108
736,MRPL24,1,156737303,156741088,ENST00000361531,MRPL24,0.108809093,0.086444187
2628,OSTC,4,108650584,108667820,ENST00000361564,OSTC,0.29843991,0.284491482
4966,IPO9,1,201829141,201884294,ENST00000361565,IPO9,0.454733389,0.427600185
3014,R3HDM4,19,896503,913231,ENST00000361574,R3HDM4,0.270393389,0.311935813
NA.133,RPL39,X,119786506,119791643,ENST00000361575,NA,NA,NA
4982,HIPK1,1,113963440,113977804,ENST00000361587,HIPK1,0.402632965,0.42830603
4288,C1orf174,1,3889125,3900285,ENST00000361605,C1orf174,0.398925911,0.389873924
4910,PSMB5,14,23025851,23035145,ENST00000361611,PSMB5,0.449480366,0.423948329
7814,SFT2D1,6,166319728,166342591,ENST00000361731,SFT2D1,0.56434603,0.559263572
6547,RNF13,3,149872073,149962126,ENST00000361785,RNF13,0.496386016,0.49997133
NA.134,CIPC,14,77098097,77117287,ENST00000361786,NA,NA,NA
2276,SMC3,10,110567691,110604636,ENST00000361804,SMC3,0.254233057,0.254657292
651,ILF2,1,153662036,153671048,ENST00000361891,ILF2,-0.01188019,0.069582668
7267,TMEM184B,22,38219291,38273034,ENST00000361906,TMEM184B,0.575926355,0.533624669
1581,INO80,15,40978880,41116354,ENST00000361937,INO80,0.176655439,0.188279824
NA.135,KIF1BP,10,68988721,69016982,ENST00000361983,NA,NA,NA
3624,PCGF3,4,705765,770640,ENST00000362003,PCGF3,0.346403447,0.351265823
978,MRPL21,11,68891276,68903820,ENST00000362034,MRPL21,0.133547062,0.119237105
NA.136,FBH1,10,5890231,5937593,ENST00000362091,NA,NA,NA
7251,ADSS,1,244408494,244452134,ENST00000366535,ADSS,0.533613717,0.533306152
865,TOMM20,1,235109336,235128936,ENST00000366607,TOMM20,0.134561099,0.103871344
4536,COA6,1,234373456,234384049,ENST00000366615,COA6,0.404038458,0.404154515
3256,TSNAX,1,231528653,231566524,ENST00000366639,TSNAX,0.408310287,0.328482365
2223,GNPAT,1,231241210,231277973,ENST00000366647,GNPAT,0.265309946,0.250406193
8883,RAB4A,1,229271132,229305894,ENST00000366690,RAB4A,0.643975744,0.61545365
5206,PHF10,6,169703905,169723931,ENST00000366780,PHF10,0.494117255,0.437789428
9486,PARP1,1,226360691,226408073,ENST00000366794,PARP1,0.673708328,0.651611728
4705,ACBD3,1,226144679,226186730,ENST00000366812,ACBD3,0.47778592,0.411643171
1732,H3F3A,1,226062678,226071999,ENST00000366815,H3F3A,0.174941182,0.204424683
1263,FBXO28,1,224114087,224162047,ENST00000366862,FBXO28,0.206079239,0.155921256
5522,EPRS,1,219968601,220046658,ENST00000366923,EPRS,0.44734217,0.451708782
8230,NENF,1,212432887,212446379,ENST00000366988,NENF,0.602808191,0.580522963
7149,LPGAT1,1,211743457,211830772,ENST00000366997,LPGAT1,0.566239065,0.528863866
520,MRPL18,6,159790466,159798436,ENST00000367034,MRPL18,0.03524403,0.046372231
1994,DYNLT1,6,158636474,158644739,ENST00000367089,DYNLT1,0.251370372,0.229632911
5880,MAPKAPK2,1,206685037,206734283,ENST00000367103,MAPKAPK2,0.511410389,0.470041618
3387,NUCKS1,1,205712819,205750276,ENST00000367142,NUCKS1,0.309097164,0.336639822
2899,PPP1R15B,1,204403387,204411791,ENST00000367188,PPP1R15B,0.342635875,0.30487504
3642,ZC3H11A,1,203795660,203854121,ENST00000367210,ZC3H11A,0.368430051,0.351979029
NA.137,TMEM183A,1,203007386,203024848,ENST00000367242,NA,NA,NA
10885,CYB5R1,1,202961869,202967280,ENST00000367249,CYB5R1,0.745372835,0.745753953
1958,TIMM17A,1,201955491,201970661,ENST00000367287,TIMM17A,0.193869515,0.225606194
7727,TMEM9,1,201134772,201154494,ENST00000367334,TMEM9,0.564794937,0.556025941
5240,PCMT1,6,149749695,149811420,ENST00000367380,PCMT1,0.474384073,0.439204582
7231,GINM1,6,149566294,149591748,ENST00000367419,GINM1,0.52251811,0.532310337
3396,GLRX2,1,193096468,193105431,ENST00000367439,GLRX2,0.336529401,0.337389346
1299,TPR,1,186311652,186375325,ENST00000367478,TPR,0.176154412,0.159879399
389,SF3B5,6,144094881,144095573,ENST00000367569,SF3B5,0.000288596,0.017422222
3904,LTV1,6,143843344,143863812,ENST00000367576,LTV1,0.374098333,0.367754625
5039,ACBD6,1,180288230,180502954,ENST00000367595,ACBD6,0.448174134,0.430613789
5441,TOR3A,1,179081377,179095996,ENST00000367627,TOR3A,0.447703588,0.448498015
7311,IFNGR1,6,137197484,137219449,ENST00000367739,IFNGR1,0.519450046,0.535929191
2344.1,MPC2,1,167916729,167936040,ENST00000367846,MPC2,0.239369458,0.259871412
10046,MGST3,1,165630861,165655620,ENST00000367889,MGST3,0.712228391,0.687136254
5009,ATF6,1,161766294,161964070,ENST00000367942,ATF6,0.427588129,0.429084323
8645,UFC1,1,161153752,161158856,ENST00000368003,UFC1,0.625020024,0.603093268
2826,PFDN2,1,161100556,161118111,ENST00000368010,PFDN2,0.311783669,0.29912816
736.1,MRPL24,1,156737305,156741131,ENST00000368211,MRPL24,0.108809093,0.086444187
6525,GPATCH4,1,156594487,156601483,ENST00000368232,GPATCH4,0.500894368,0.499010897
NA.138,NAXE,1,156591762,156594299,ENST00000368235,NA,NA,NA
1430,PMF1,1,156213007,156240042,ENST00000368277,PMF1,0.18724987,0.173557008
902,LAMTOR2,1,156054752,156058510,ENST00000368305,LAMTOR2,0.133797823,0.108229132
8019,UBQLN4,1,156035301,156053794,ENST00000368309,UBQLN4,0.571687738,0.56941582
NA.139,KHDC4,1,155913043,155934397,ENST00000368321,NA,NA,NA
1141,DAP3,1,155689058,155739010,ENST00000368336,DAP3,0.131444293,0.139851059
4489,ASH1L,1,155335268,155562693,ENST00000368346,ASH1L,0.326105299,0.401713163
4082,DPM3,1,155139891,155140544,ENST00000368400,DPM3,0.377355591,0.379181403
8885,PMVK,1,154924734,154936991,ENST00000368467,PMVK,0.670320649,0.615470335
3734,NUS1,6,117675502,117710640,ENST00000368494,NUS1,0.312413864,0.357675317
2478,C1orf43,1,154206706,154220606,ENST00000368521,C1orf43,0.307135851,0.271987985
NA.140,RPS27,1,153990755,153992155,ENST00000368567,NA,NA,NA
10975,RAB13,1,153981651,153986352,ENST00000368575,RAB13,0.743307789,0.752219665
3000,TSPYL1,6,116276578,116279903,ENST00000368608,TSPYL1,0.317520776,0.31130783
7916,GATAD2B,1,153804725,153922975,ENST00000368655,GATAD2B,0.590423516,0.564272437
2595,SNAPIN,1,153658654,153661830,ENST00000368685,SNAPIN,0.237441939,0.28137672
2697,CHTOP,1,153634049,153646306,ENST00000368694,CHTOP,0.272191177,0.290421984
11346,S100A6,1,153534599,153536222,ENST00000368719,S100A6,0.733743365,0.782642637
677,MRPL9,1,151759643,151763564,ENST00000368830,MRPL9,0.064162932,0.075540552
1144,BUB3,10,123154415,123165365,ENST00000368858,BUB3,0.164794602,0.1402005
1696,PSMD4,1,151254703,151267479,ENST00000368884,PSMD4,0.215483377,0.200474787
7676,IKZF5,10,122990806,123008817,ENST00000368886,IKZF5,0.558209458,0.552491644
2377,NSMCE4A,10,121957088,121975217,ENST00000369023,NSMCE4A,0.250999843,0.263219415
7599,ATE1,10,121740424,121928036,ENST00000369043,ATE1,0.556101393,0.548166978
1948.1,APH1A,1,150265404,150268999,ENST00000369109,APH1A,0.151964977,0.224864177
7213,PREP,6,105277565,105403084,ENST00000369110,PREP,0.588067122,0.531585503
1684,EIF3A,10,119033670,119080804,ENST00000369144,EIF3A,0.221053796,0.199046381
7160,CACUL1,10,118676411,118755246,ENST00000369151,CACUL1,0.52879275,0.529414124
7432,FAM160B1,10,114821744,114864717,ENST00000369248,FAM160B1,0.557098527,0.541493454
6349,UFL1,6,96521808,96555276,ENST00000369278,UFL1,0.521300309,0.491510256
3149,RBM8A,1,145925642,145927460,ENST00000369307,RBM8A,0.331933434,0.32093825
1051,POLR3GL,1,145964703,145978848,ENST00000369314,POLR3GL,0.197595595,0.128301188
2491,ZDHHC6,10,112430300,112446914,ENST00000369405,ZDHHC6,0.271531184,0.273203021
6030,RARS2,6,87514378,87590003,ENST00000369536,RARS2,0.495571364,0.476551745
980,BCAS2,1,114567557,114581639,ENST00000369541,BCAS2,0.125845443,0.119418758
3604,DKC1,X,154762756,154777689,ENST00000369550,DKC1,0.358849774,0.349998238
239,SLC35A1,6,87472977,87512336,ENST00000369552,SLC35A1,-0.022558043,-0.023400399
5758,UBL4A,X,154483717,154486670,ENST00000369660,UBL4A,0.495556722,0.464061409
9105,GSTO1,10,104254735,104267457,ENST00000369713,GSTO1,0.657646017,0.627857977
4710,ATP6AP1,X,154428632,154436516,ENST00000369762,ATP6AP1,0.402665048,0.412026921
3984,AHCYL1,1,109984686,110023735,ENST00000369799,AHCYL1,0.415810462,0.372721761
8770,EMD,X,154379197,154381523,ENST00000369842,EMD,0.604649676,0.608971253
6174,ACTR1A,10,102479229,102502711,ENST00000369905,ACTR1A,0.465900962,0.483559596
5912,CUEDC2,10,102423245,102432661,ENST00000369937,CUEDC2,0.472847165,0.471173285
4265,GBF1,10,102245532,102382899,ENST00000369983,GBF1,0.381153166,0.388838808
3700,STXBP3,1,108746688,108809526,ENST00000370008,STXBP3,0.382234725,0.355425028
4542,PRPF38B,1,108692323,108701803,ENST00000370025,PRPF38B,0.402971817,0.404353558
1663,SSR4,X,153794639,153798505,ENST00000370086,SSR4,0.224538486,0.196937047
NA.141,MFSD14A,1,100038097,100083377,ENST00000370152,NA,NA,NA
2621,PPDPF,20,63520724,63522206,ENST00000370179,PPDPF,0.366588014,0.283743269
4888,LZTS2,10,100997072,101007836,ENST00000370223,LZTS2,0.438475506,0.422906351
569,RPL5,1,92832040,92841924,ENST00000370321,RPL5,0.058160647,0.056440921
8291,YTHDF1,20,63195429,63216234,ENST00000370339,YTHDF1,0.614003917,0.583240235
2441,BLOC1S2,10,100274695,100286712,ENST00000370372,BLOC1S2,0.267271977,0.268773162
7851,SMAP1,6,70667776,70862015,ENST00000370455,SMAP1,0.635812777,0.561612924
10682,CUTC,10,99732220,99756134,ENST00000370476,CUTC,0.727664022,0.730214294
4154,COX15,10,99711844,99732100,ENST00000370483,COX15,0.392702698,0.383269375
2269,MRGBP,20,62796453,62801738,ENST00000370487,MRGBP,0.327646835,0.254229781
2667,SLC25A28,10,99610522,99620364,ENST00000370495,SLC25A28,0.344657258,0.287855232
6522,GTF2B,1,88852932,88891618,ENST00000370500,GTF2B,0.484936819,0.498941103
7171,CREG1,1,167541013,167553767,ENST00000370509,CREG1,0.593075795,0.529989141
NA.142,SELENOF,1,86862725,86914134,ENST00000370554,NA,NA,NA
5123,SH3GLB1,1,86704576,86748184,ENST00000370558,SH3GLB1,0.476753437,0.434165302
4703,PI4K2A,10,97640686,97676434,ENST00000370631,PI4K2A,0.404909009,0.411471858
NA.143,AL135905.2,6,63572012,63583587,ENST00000370651,NA,NA,NA
2017,RPF1,1,84479267,84497790,ENST00000370654,RPF1,0.221305626,0.232383083
7455,FUBP1,1,77948405,77979086,ENST00000370768,FUBP1,0.575803882,0.542550472
NA.144,RTL8A,X,135050932,135052175,ENST00000370775,NA,NA,NA
916,PSMA7,20,62136735,62143430,ENST00000370873,PSMA7,0.08851337,0.110356091
4612.1,ZRANB2,1,71063291,71081297,ENST00000370920,ZRANB2,0.415695306,0.407590644
4257,SERBP1,1,67407810,67430415,ENST00000370994,SERBP1,0.40316095,0.388494302
4257.1,SERBP1,1,67411038,67430386,ENST00000370995,SERBP1,0.40316095,0.388494302
6795,LEPROT,1,65420587,65436007,ENST00000371065,LEPROT,0.535392775,0.512064252
7952,TM9SF3,10,96518109,96587052,ENST00000371142,TM9SF3,0.599043309,0.566007186
6515,TCTN3,10,95663401,95693923,ENST00000371217,TCTN3,0.492443985,0.498380607
2838,MCTS1,X,120603980,120612479,ENST00000371317,MCTS1,0.357462937,0.299780748
8726,CUL4B,X,120524609,120560700,ENST00000371322,CUL4B,0.662727501,0.607347892
9512,LAMP2,X,120436494,120469306,ENST00000371335,LAMP2,0.666824934,0.65315284
NA.145,NDUFA1,X,119871487,119876662,ENST00000371437,NA,NA,NA
NA.146,RNF113A,X,119870475,119871827,ENST00000371442,NA,NA,NA
1146,MRPL41,9,137551199,137552555,ENST00000371443,MRPL41,0.181712664,0.140301078
NA.147,MAGOH,1,53226892,53238610,ENST00000371470,NA,NA,NA
1827,CDC5L,6,44387525,44450426,ENST00000371477,CDC5L,0.231535473,0.21377389
1433,UBE2A,X,119574467,119584425,ENST00000371558,UBE2A,0.168434299,0.174006778
7865,DPP7,9,137110542,137114718,ENST00000371579,DPP7,0.641632528,0.562172737
1504,DPM1,20,50934867,50958550,ENST00000371588,DPM1,0.24095462,0.181281769
9571,PTPN1,20,50510354,50585241,ENST00000371621,PTPN1,0.655099645,0.656940995
8434,TXNDC12,1,52020131,52056171,ENST00000371626,TXNDC12,0.627984744,0.591265859
143,TNKS2,10,91798312,91865276,ENST00000371627,TNKS2,-0.05810795,-0.06721144
2665,HSP90AB1,6,44247087,44253886,ENST00000371646,HSP90AB1,0.274524133,0.287752181
1648.1,EDF1,9,136862119,136866285,ENST00000371649,EDF1,0.199486721,0.195424135
2849,UBE2V1,20,50081124,50113173,ENST00000371674,UBE2V1,0.28743796,0.300163793
5631,B4GALT5,20,49632945,49713878,ENST00000371711,B4GALT5,0.494575088,0.457418626
3750,PMPCA,9,136410570,136423761,ENST00000371717,PMPCA,0.307043299,0.358672219
553,DNLZ,9,136361900,136363789,ENST00000371738,DNLZ,0.065802103,0.052495877
3948,UBAC1,9,135932969,135961380,ENST00000371756,UBAC1,0.501321959,0.370805359
3001,DDX27,20,49219347,49244077,ENST00000371764,DDX27,0.326314195,0.311437783
7159,STAU1,20,49113341,49188367,ENST00000371828,STAU1,0.538969577,0.529374414
4630.1,BRD4,19,15247047,15280451,ENST00000371835,BRD4,0.444770399,0.408345455
5890,CMPK1,1,47333797,47378839,ENST00000371873,CMPK1,0.481567537,0.470502447
6600,ARFGEF2,20,48921890,49036693,ENST00000371917,ARFGEF2,0.533668931,0.503221107
5321,EFCAB14,1,46675159,46719064,ENST00000371933,EFCAB14,0.489319841,0.443041381
2389,REXO4,9,133406062,133418044,ENST00000371942,REXO4,0.269856619,0.264241182
6427,PTEN,10,87863113,87971930,ENST00000371953,PTEN,0.482161143,0.494468927
5014,SURF2,9,133356552,133361169,ENST00000371964,SURF2,0.43660622,0.42927877
7274,SURF1,9,133351755,133356485,ENST00000371974,SURF1,0.546370621,0.533970356
6247,POMGNT1,1,46188683,46198443,ENST00000371984,POMGNT1,0.519300641,0.486365767
8141,SURF4,9,133361449,133376099,ENST00000371989,SURF4,0.620803304,0.575906913
558,MRPL14,6,44113454,44127457,ENST00000372014,MRPL14,0.043551083,0.0539758
1259,MRPS18A,6,43671303,43687791,ENST00000372133,MRPS18A,0.125862556,0.155272514
6069,GHITM,10,84139440,84153245,ENST00000372134,GHITM,0.485288381,0.478484362
4293,MAD2L1BP,6,43635819,43640952,ENST00000372171,MAD2L1BP,0.39273252,0.390201697
5639,ERI3,1,44221070,44355208,ENST00000372257,ERI3,0.496454267,0.457658911
5032,IPO13,1,43946939,43968022,ENST00000372343,IPO13,0.379578115,0.43033367
7184,PCIF1,20,45934628,45948023,ENST00000372409,PCIF1,0.499790631,0.530400021
2926,YIPF3,6,43511827,43516990,ENST00000372422,YIPF3,0.326131105,0.306511384
8304,PRPS1,X,107628428,107651026,ENST00000372435,PRPS1,0.598082788,0.583793889
4698,C9orf78,9,129827290,129835275,ENST00000372447,C9orf78,0.459706785,0.411240151
8365,ELOVL1,1,43363397,43368018,ENST00000372458,ELOVL1,0.601919588,0.586887247
5329,NTMT1,9,129626173,129635930,ENST00000372483,NTMT1,0.490086117,0.44352242
NA.148,SVBP,1,42807056,42817252,ENST00000372521,NA,NA,NA
1752,DNTTIP1,20,45791937,45811427,ENST00000372622,DNTTIP1,0.229268404,0.20668191
6037,ZMPSTE24,1,40258107,40294184,ENST00000372759,ZMPSTE24,0.536030694,0.476638929
1006,CHCHD1,10,73782063,73783652,ENST00000372833,CHCHD1,0.137776943,0.12189951
4695,URM1,9,128371319,128392016,ENST00000372853,URM1,0.43482198,0.411211089
7137,PABPC4,1,39560816,39576401,ENST00000372858,PABPC4,0.567414946,0.527975241
1233,MRPS16,10,73248843,73252693,ENST00000372945,MRPS16,0.16090676,0.151530889
5836,DNAJC9,10,73242824,73248862,ENST00000372950,DNAJC9,0.493862318,0.467924763
NA.149,C9orf16,9,128160260,128163928,ENST00000372994,NA,NA,NA
6599,RRAGC,1,38838198,38859823,ENST00000373001,RRAGC,0.5205354,0.503137923
687,SF3A3,1,37956975,37990921,ENST00000373019,SF3A3,0.054077045,0.078569431
2226,GNL2,1,37566816,37595921,ENST00000373062,GNL2,0.233519273,0.251183328
2216,TRAPPC3,1,36136572,36149469,ENST00000373166,TRAPPC3,0.279888762,0.249827865
10741,SH3BGRL,X,81201943,81298547,ENST00000373212,SH3BGRL,0.693520921,0.734021248
7338,EIF4EBP2,10,70404379,70428618,ENST00000373218,EIF4EBP2,0.505485458,0.536833511
7862,PPA1,10,70202830,70233427,ENST00000373232,PPA1,0.558666039,0.562085553
670,PSMB2,1,35601584,35641844,ENST00000373237,PSMB2,0.10769775,0.074039155
5628,SAR1A,10,70150204,70170523,ENST00000373241,SAR1A,0.429729096,0.457232861
489,COX7B,X,77899440,77905385,ENST00000373335,COX7B,0.040948817,0.038822257
7601,PBDC1,X,76172936,76178204,ENST00000373358,PBDC1,0.594252511,0.548349027
6054,GLO1,6,38675925,38703141,ENST00000373365,GLO1,0.531091864,0.477773261
5706.1,AK2,1,33007984,33036870,ENST00000373449,AK2,0.487709327,0.461186454
4916,CMTR1,6,37433220,37481506,ENST00000373451,CMTR1,0.461917309,0.424781159
7596,YARS,1,32775239,32818153,ENST00000373477,YARS,0.556014458,0.54808489
4091,TBC1D22B,6,37257772,37332970,ENST00000373491,TBC1D22B,0.360257129,0.379575185
NA.150,BLCAP,20,37517417,37527931,ENST00000373537,NA,NA,NA
2290,PPP6C,9,125146573,125189818,ENST00000373547,PPP6C,0.272829774,0.255596341
5568,DDX50,10,68901278,68946847,ENST00000373585,DDX50,0.484686164,0.4539382
1288,EIF3I,1,32222370,32231604,ENST00000373586,EIF3I,0.187479753,0.158879251
5670,MTCH1,6,36968141,36986298,ENST00000373616,MTCH1,0.488518395,0.459474029
6489,KPNA6,1,32108038,32176568,ENST00000373625,KPNA6,0.522864264,0.497168989
5670.1,MTCH1,6,36968141,36986298,ENST00000373627,MTCH1,0.488518395,0.459474029
6615,RABGAP1,9,122941009,123104866,ENST00000373647,RABGAP1,0.507302326,0.504065451
4834,PIN4,X,72181679,72198344,ENST00000373669,PIN4,0.384176881,0.41928246
7328,RC3H2,9,122844556,122898110,ENST00000373670,RC3H2,0.508722832,0.5364676
4034,PEF1,1,31629862,31644887,ENST00000373703,PEF1,0.412096567,0.375955557
2550,SRSF3,6,36594368,36605600,ENST00000373715,SRSF3,0.297299163,0.277876424
1336,OGT,X,71533083,71575897,ENST00000373719,OGT,0.162367516,0.164451035
7355,KCTD20,6,36442767,36491143,ENST00000373731,KCTD20,0.552377409,0.537702504
2723,NDUFA8,9,122144058,122159819,ENST00000373768,NDUFA8,0.305995148,0.292700282
8326,ADO,10,62804857,62808483,ENST00000373783,ADO,0.625556313,0.58493292
3329,SRSF4,1,29147743,29181987,ENST00000373795,SRSF4,0.360134923,0.332725709
8225,RAB14,9,121178137,121201869,ENST00000373840,RAB14,0.561968992,0.580396534
6902,RPA2,1,27891524,27914743,ENST00000373912,RPA2,0.53632552,0.516592682
9103,STX12,1,27773183,27824452,ENST00000373943,STX12,0.645698536,0.627769148
3077,ATP6V1G1,9,114587746,114598373,ENST00000374050,ATP6V1G1,0.325584477,0.315770994
3152,ROMO1,20,35699353,35700984,ENST00000374077,ROMO1,0.363081089,0.321302326
3366,GPN2,1,26876133,26890297,ENST00000374135,GPN2,0.344334548,0.335133685
5632,POLE3,9,113407235,113410382,ENST00000374169,POLE3,0.477612139,0.457436085
1314,CDC26,9,113267008,113275589,ENST00000374206,CDC26,0.17293707,0.161747862
450,UQCC2,6,33695349,33711684,ENST00000374231,UQCC2,0.037438281,0.03304131
1571,ZNF593,1,26169871,26170873,ENST00000374266,ZNF593,0.155400243,0.186894538
4094,SNX12,X,71059246,71068423,ENST00000374274,SNX12,0.359542365,0.379728672
2229,GNG10,9,111661335,111670246,ENST00000374293,GNG10,0.424067308,0.251303328
3201,MTFR1L,1,25819906,25832941,ENST00000374303,MTFR1L,0.361950375,0.324511801
NA.151,TMEM50A,1,25337917,25362361,ENST00000374358,NA,NA,NA
NA.152,ZNF32,10,43643859,43648856,ENST00000374433,NA,NA,NA
6826,CSGALNACT2,10,43138486,43185308,ENST00000374466,CSGALNACT2,0.514464822,0.513340846
10967,PHF1,6,33410961,33416453,ENST00000374516,PHF1,0.661619458,0.751794872
1771,BMS1,10,42782801,42834937,ENST00000374518,BMS1,0.212655106,0.208547318
2180,RPL11,1,23691742,23696417,ENST00000374550,RPL11,0.232858399,0.246129949
8196,TMEM245,9,109015152,109119945,ENST00000374586,TMEM245,0.574866827,0.578841793
1792,WDR46,6,33279108,33289527,ENST00000374617,WDR46,0.221557589,0.210940529
3267,RING1,6,33208495,33212722,ENST00000374656,RING1,0.320942091,0.329347624
5588,RXRB,6,33193588,33200688,ENST00000374680,RXRB,0.453462058,0.455087051
5129,SLC38A10,17,81245000,81295305,ENST00000374759,SLC38A10,0.406680413,0.434327215
8071,ITCH,20,34363235,34511393,ENST00000374864,ITCH,0.633767351,0.572420965
2901,EIF2S2,20,34088298,34112332,ENST00000374980,EIF2S2,0.305452125,0.30503646
6453,PBX2,6,32184741,32190186,ENST00000375050,PBX2,0.493526049,0.495580481
9801,MAGED2,X,54808371,54816007,ENST00000375058,MAGED2,0.695510405,0.67194909
6823,AGPAT1,6,32168212,32176122,ENST00000375107,AGPAT1,0.499133376,0.513134568
4279,NCBP1,9,97633626,97673748,ENST00000375147,NCBP1,0.386895853,0.389296348
6142,TSR2,X,54440401,54445487,ENST00000375151,TSR2,0.500329871,0.481888847
3831,ATF6B,6,32115264,32128240,ENST00000375203,ATF6B,0.366025651,0.363290354
10937,HABP4,9,96450205,96491336,ENST00000375249,HABP4,0.751051564,0.749214052
NA.153,MFSD14B,9,94374551,94461042,ENST00000375344,NA,NA,NA
6742,TFDP1,13,113584741,113641470,ENST00000375370,TFDP1,0.46414124,0.509821508
9896,RCC2,1,17406760,17439724,ENST00000375436,RCC2,0.695447575,0.678054787
NA.154,NINJ1,9,93121489,93134288,ENST00000375446,NA,NA,NA
2795,SDHB,1,17018722,17054170,ENST00000375499,SDHB,0.304895075,0.297419966
1937,SDHD,11,112086773,112095794,ENST00000375549,SDHD,0.238266059,0.223978559
5153,MAPRE1,20,32819893,32850405,ENST00000375571,MAPRE1,0.422604521,0.435828142
2532,FBXO42,1,16246839,16352454,ENST00000375592,FBXO42,0.302765514,0.276630533
8358,NEU1,6,31859052,31862906,ENST00000375631,NEU1,0.651181698,0.586286504
2208,LSM2,6,31797396,31806984,ENST00000375661,LSM2,0.255028555,0.248674733
4760,VARS,6,31777518,31795953,ENST00000375663,VARS,0.434981469,0.415224293
6539,WAC,10,28532493,28623112,ENST00000375664,WAC,0.499800355,0.499552565
6607,ZBTB17,1,15941869,15976126,ENST00000375743,ZBTB17,0.500157095,0.503604604
10491,POFUT1,20,32207880,32238667,ENST00000375749,POFUT1,0.719858829,0.716878438
4743,SPEN,1,15847864,15940460,ENST00000375759,SPEN,0.475165018,0.414564186
472,CSNK2B,6,31666064,31670070,ENST00000375882,CSNK2B,0.022553062,0.036630422
6318,C6orf47,6,31658298,31660772,ENST00000375911,C6orf47,0.508418676,0.489985172
4532,ISCA1,9,86264546,86282529,ENST00000375991,ISCA1,0.447283848,0.403857949
1078,YME1L1,10,27110454,27154392,ENST00000376016,YME1L1,0.145673497,0.132531366
9717,TPP2,13,102597023,102679958,ENST00000376052,TPP2,0.684610583,0.666460731
3155,CCDC22,X,49235467,49250526,ENST00000376227,CCDC22,0.386768901,0.321502478
10042,HLA-C,6,31268749,31272086,ENST00000376228,HLA-C,0.576249619,0.686972419
5332,UBQLN1,9,83659963,83708203,ENST00000376395,UBQLN1,0.443955728,0.443729452
